SETTLEMENTDATE,start_date,end_date,TOTALDEMAND,Is_Workday,Is_Aus_Holiday,Min Temp (K),Max Temp (K),Max Wind Speed (m/s),Afternoon Humidity,Afternoon Pressure,Morning Temp,Afternoon Temp,causal_events
2019-03-11 04:30:00,2019-03-11 04:30:00,2019-03-11 04:59:59,6674.07,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 05:00:00,2019-03-11 05:00:00,2019-03-11 05:29:59,6917.41,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 05:30:00,2019-03-11 05:30:00,2019-03-11 05:59:59,7398.89,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 06:00:00,2019-03-11 06:00:00,2019-03-11 06:29:59,7818.93,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 06:30:00,2019-03-11 06:30:00,2019-03-11 06:59:59,8166.48,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 07:00:00,2019-03-11 07:00:00,2019-03-11 07:29:59,8468.76,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 07:30:00,2019-03-11 07:30:00,2019-03-11 07:59:59,8617.32,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 08:00:00,2019-03-11 08:00:00,2019-03-11 08:29:59,8673.62,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 08:30:00,2019-03-11 08:30:00,2019-03-11 08:59:59,8751.59,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 09:00:00,2019-03-11 09:00:00,2019-03-11 09:29:59,8841.53,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 09:30:00,2019-03-11 09:30:00,2019-03-11 09:59:59,8855.96,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,"[{""text"": ""Nationwide industrial action and rallies planned for April 10 called by trade unions over stagnant wages, expected to mobilise ~250,000 workers."", ""category"": ""Soc_Calendar"", ""scope"": ""National_NEM"", ""type"": ""Prediction"", ""relevance_score"": 6, ""publication_time"": ""2019-03-11 09:46:00"", ""justification"": ""A scheduled, large-scale strike day is a deterministic calendar event that can reduce industrial and commercial demand in NSW and shift consumption to residential patterns."", ""source"": ""https://www.news.com.au/finance/economy/australian-economy/sixteensecond-backflip-turns-interview-into-trainwreck/news-story/fe62507c8e961d6381f510133cd68563""}, {""text"": ""GPS Week Number Rollover on April 6 may reset older receivers (10-bit week counter), causing timing/location errors with potential disruption to aviation, ports and industrial control systems."", ""category"": ""Grid_Reliability"", ""scope"": ""National_NEM"", ""type"": ""Prediction"", ""relevance_score"": 4, ""publication_time"": ""2019-03-11 09:55:00"", ""justification"": ""An impending systemic timing/location issue could disrupt transport and industrial operations (airports, ports, automated cranes) in NSW, indirectly affecting operational schedules and electricity demand profiles."", ""source"": ""https://www.news.com.au/technology/gadgets/im-not-going-to-be-flying-on-april-6-old-gps-receivers-due-to-reset-to-enter-new-era/news-story/0b1eedd751a2e6d7c6f6f8da0cb98253""}, {""text"": ""Federal political debate: Nationals' Barnaby Joyce publicly urged government support for a new coal-fired power station (Queensland), with Prime Minister and Queensland government rejecting underwriting; broader Coalition energy policy debate ongoing."", ""category"": ""Soc_Economic"", ""scope"": ""National_NEM"", ""type"": ""Fact"", ""relevance_score"": 5, ""publication_time"": ""2019-03-11 09:59:00"", ""justification"": ""Public federal debate over underwriting and building new coal generation affects investment expectations, future generation mix and price-risk perceptions across the NEM (including NSW), influencing demand response and policy-driven load outcomes."", ""source"": ""https://www.news.com.au/finance/work/leaders/barnaby-joyce-says-he-remains-the-elected-deputy-prime-minister-of-australia/news-story/f5a216d50f08a5f61322f38a38d9e9f3""}]"
2019-03-11 10:00:00,2019-03-11 10:00:00,2019-03-11 10:29:59,8888.03,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 10:30:00,2019-03-11 10:30:00,2019-03-11 10:59:59,8855.51,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 11:00:00,2019-03-11 11:00:00,2019-03-11 11:29:59,8893.92,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,"[{""text"": ""Federal Nationals leaders warned Labor's proposed 45% renewable target could raise prices, threaten night-time sport under lights and advocated government support for a new coal-fired plant."", ""category"": ""Soc_Economic"", ""scope"": ""National_NEM"", ""type"": ""Prediction"", ""relevance_score"": 5, ""publication_time"": ""2019-03-11 11:29:00"", ""justification"": ""Public political claims and proposals on national energy policy (renewable targets, coal-plant support) affect market expectations, potential wholesale prices and policy-driven supply changes that would materially influence NSW demand and price-response if enacted; the article is forward-looking and speculative.""}]"
2019-03-11 11:30:00,2019-03-11 11:30:00,2019-03-11 11:59:59,8963.22,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,"[{""text"": ""Record-breaking heatwave affecting NSW with Sydney forecast highs around 33C (up to 36C in western suburbs like Penrith) and prolonged hot conditions/storm risk later in the week."", ""category"": ""Env_Thermal"", ""scope"": ""State_Wide"", ""type"": ""Prediction"", ""relevance_score"": 8, ""publication_time"": ""2019-03-11 11:31:00"", ""justification"": ""Forecasted extreme/high temperatures across NSW will drive elevated HVAC cooling demand statewide; prolonged heatwave and storms imply sustained demand uplift and potential stress on the system."", ""source"": ""https://www.news.com.au/technology/environment/severe-heatwave-forecast-for-southwest-queensland-as-possible-cyclone-brews/news-story/4bde84db7d9652146b260ef5e77a16b7""}]"
2019-03-11 12:00:00,2019-03-11 12:00:00,2019-03-11 12:29:59,9003.55,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,"[{""text"": ""NSW has amended its Water Management Act to allow active management of flows in unregulated Northern Rivers, enabling environmental water to be left in-stream for environmental purposes."", ""category"": ""Soc_Economic"", ""scope"": ""State_Wide"", ""type"": ""Fact"", ""relevance_score"": 5, ""publication_time"": ""2019-03-11 12:22:00"", ""justification"": ""Policy change directly affects irrigation water extraction in NSW; retaining environmental water can reduce irrigation pumping demand and shift regional electricity consumption patterns."", ""source"": ""https://www.news.com.au/technology/environment/these-werent-mistakes-dodgy-policies-to-blame-for-murray-darlings-downfall/news-story/9d4d78344daf804febc3d39bd2ab4d02""}, {""text"": ""Severe decline of the Murray–Darling system in NSW (Menindee, Wilcannia, Broken Hill) — dry lakes, algal blooms and mass fish deaths — has led to emergency water supply operations and stressed local infrastructure."", ""category"": ""Env_Disaster"", ""scope"": ""Local_Point"", ""type"": ""Fact"", ""relevance_score"": 6, ""publication_time"": ""2019-03-11 12:22:00"", ""justification"": ""Environmental collapse of river systems forces emergency pumping, water treatment and other remedial works in specific NSW towns, increasing local electricity demand and straining infrastructure."", ""source"": ""https://www.news.com.au/technology/environment/these-werent-mistakes-dodgy-policies-to-blame-for-murray-darlings-downfall/news-story/9d4d78344daf804febc3d39bd2ab4d02""}]"
2019-03-11 12:30:00,2019-03-11 12:30:00,2019-03-11 12:59:59,9100.36,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 13:00:00,2019-03-11 13:00:00,2019-03-11 13:29:59,9140.94,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 13:30:00,2019-03-11 13:30:00,2019-03-11 13:59:59,9253.74,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 14:00:00,2019-03-11 14:00:00,2019-03-11 14:29:59,9415.03,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 14:30:00,2019-03-11 14:30:00,2019-03-11 14:59:59,9468.32,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,"[{""text"": ""Political turmoil and policy paralysis at the federal level around energy policy is increasing the risk of higher wholesale power prices and regulatory uncertainty."", ""category"": ""Soc_Economic"", ""scope"": ""National_NEM"", ""type"": ""Prediction"", ""relevance_score"": 7, ""publication_time"": ""2019-03-11 14:55:00"", ""justification"": ""Article links federal instability and energy policy paralysis to higher power prices — a national outcome that would directly affect NSW wholesale prices and could trigger demand response or altered consumption."", ""source"": ""https://www.news.com.au/finance/work/leaders/laura-jayes-terrible-fortnight-leaves-government-facing-election-wipeout/news-story/29635e3b79fcc13fbcf8a0ff573b70bf""}]"
2019-03-11 15:00:00,2019-03-11 15:00:00,2019-03-11 15:29:59,9668.33,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 15:30:00,2019-03-11 15:30:00,2019-03-11 15:59:59,9850.7,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 16:00:00,2019-03-11 16:00:00,2019-03-11 16:29:59,10005.42,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 16:30:00,2019-03-11 16:30:00,2019-03-11 16:59:59,10118.14,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 17:00:00,2019-03-11 17:00:00,2019-03-11 17:29:59,10152.5,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 17:30:00,2019-03-11 17:30:00,2019-03-11 17:59:59,10005.95,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 18:00:00,2019-03-11 18:00:00,2019-03-11 18:29:59,9913.75,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 18:30:00,2019-03-11 18:30:00,2019-03-11 18:59:59,9711.53,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 19:00:00,2019-03-11 19:00:00,2019-03-11 19:29:59,9679.05,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 19:30:00,2019-03-11 19:30:00,2019-03-11 19:59:59,9508.78,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 20:00:00,2019-03-11 20:00:00,2019-03-11 20:29:59,9246.95,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 20:30:00,2019-03-11 20:30:00,2019-03-11 20:59:59,9006.58,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 21:00:00,2019-03-11 21:00:00,2019-03-11 21:29:59,8741.29,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 21:30:00,2019-03-11 21:30:00,2019-03-11 21:59:59,8593.33,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 22:00:00,2019-03-11 22:00:00,2019-03-11 22:29:59,8335.06,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 22:30:00,2019-03-11 22:30:00,2019-03-11 22:59:59,8242.37,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 23:00:00,2019-03-11 23:00:00,2019-03-11 23:29:59,8008.64,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-11 23:30:00,2019-03-11 23:30:00,2019-03-11 23:59:59,7800.29,1,0,292.67,307.86,12.4,57.0,1007.0,294.46,299.39,[]
2019-03-12 00:00:00,2019-03-12 00:00:00,2019-03-12 00:29:59,7705.35,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 00:30:00,2019-03-12 00:30:00,2019-03-12 00:59:59,7485.52,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 01:00:00,2019-03-12 01:00:00,2019-03-12 01:29:59,7251.38,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 01:30:00,2019-03-12 01:30:00,2019-03-12 01:59:59,6929.53,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 02:00:00,2019-03-12 02:00:00,2019-03-12 02:29:59,6701.86,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 02:30:00,2019-03-12 02:30:00,2019-03-12 02:59:59,6590.73,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 03:00:00,2019-03-12 03:00:00,2019-03-12 03:29:59,6576.68,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 03:30:00,2019-03-12 03:30:00,2019-03-12 03:59:59,6577.23,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 04:00:00,2019-03-12 04:00:00,2019-03-12 04:29:59,6585.5,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 04:30:00,2019-03-12 04:30:00,2019-03-12 04:59:59,6827.41,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 05:00:00,2019-03-12 05:00:00,2019-03-12 05:29:59,7073.42,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 05:30:00,2019-03-12 05:30:00,2019-03-12 05:59:59,7590.22,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 06:00:00,2019-03-12 06:00:00,2019-03-12 06:29:59,8017.41,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 06:30:00,2019-03-12 06:30:00,2019-03-12 06:59:59,8365.9,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 07:00:00,2019-03-12 07:00:00,2019-03-12 07:29:59,8625.31,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 07:30:00,2019-03-12 07:30:00,2019-03-12 07:59:59,8703.51,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 08:00:00,2019-03-12 08:00:00,2019-03-12 08:29:59,8759.38,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 08:30:00,2019-03-12 08:30:00,2019-03-12 08:59:59,8852.37,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 09:00:00,2019-03-12 09:00:00,2019-03-12 09:29:59,8836.9,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 09:30:00,2019-03-12 09:30:00,2019-03-12 09:59:59,8877.25,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 10:00:00,2019-03-12 10:00:00,2019-03-12 10:29:59,8916.6,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 10:30:00,2019-03-12 10:30:00,2019-03-12 10:59:59,8941.28,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 11:00:00,2019-03-12 11:00:00,2019-03-12 11:29:59,9028.89,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 11:30:00,2019-03-12 11:30:00,2019-03-12 11:59:59,9073.43,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,"[{""text"": ""NRL Round 1 fixtures include multiple matches scheduled in NSW (Roosters vs Rabbitohs at SCG; Knights vs Sharks at McDonald Jones Stadium, Newcastle; Tigers vs Sea Eagles at Leichhardt Oval; Panthers vs Eels at Panthers Stadium) across the evening and weekend of March 14–17, 2019."", ""category"": ""Soc_Calendar"", ""scope"": ""State_Wide"", ""type"": ""Fact"", ""relevance_score"": 4, ""publication_time"": ""2019-03-12 11:42:00"", ""justification"": ""Scheduled major sporting fixtures across several NSW venues concentrate evening and weekend on-site loads (lighting, HVAC, catering) and can modestly shift residential demand profiles during broadcast times.""}]"
2019-03-12 12:00:00,2019-03-12 12:00:00,2019-03-12 12:29:59,9254.23,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 12:30:00,2019-03-12 12:30:00,2019-03-12 12:59:59,9383.02,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 13:00:00,2019-03-12 13:00:00,2019-03-12 13:29:59,9607.23,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 13:30:00,2019-03-12 13:30:00,2019-03-12 13:59:59,9770.0,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,"[{""text"": ""Sydney Zoo hosting an inaugural jobs fair in Rooty Hill offering more than 150 full-time and casual roles ahead of opening later in 2019."", ""category"": ""Soc_Economic"", ""scope"": ""Local_Point"", ""type"": ""Fact"", ""relevance_score"": 4, ""publication_time"": ""2019-03-12 13:53:00"", ""justification"": ""Confirmed recruitment for a large new facility indicates imminent operational load requirements (staff amenities, retail, HVAC) at a specific NSW location.""}, {""text"": ""Sydney Zoo is set to open at Bungarribee Super Park in late 2019 and is anticipated to attract up to one million visitors per year and contribute an estimated $45 million to the NSW economy."", ""category"": ""Soc_Economic"", ""scope"": ""State_Wide"", ""type"": ""Prediction"", ""relevance_score"": 6, ""publication_time"": ""2019-03-12 13:53:00"", ""justification"": ""Future wording ('set to open', 'anticipated') indicates projected large and recurring visitor-driven operational demand (lighting, HVAC, water treatment, hospitality) with statewide economic and demand implications.""}]"
2019-03-12 14:00:00,2019-03-12 14:00:00,2019-03-12 14:29:59,9876.56,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,"[{""text"": ""ANZ data shows job advertisements are down 4.3% year‑on‑year, signalling weaker hiring and a risk of rising unemployment that could damp NSW electricity demand."", ""category"": ""Soc_Economic"", ""scope"": ""National_NEM"", ""type"": ""Prediction"", ""relevance_score"": 4, ""publication_time"": ""2019-03-12 14:12:00"", ""justification"": ""A sustained fall in job ads is a leading indicator of weaker employment and consumption; nationwide employment weakness would likely reduce industrial and residential electricity usage in NSW."", ""source"": ""https://www.news.com.au/finance/economy/australian-economy/the-last-domino-propping-up-the-australian-economy-could-be-poised-to-fall/news-story/a7762d09ef0fd38383411805782c5be9""}]"
2019-03-12 14:30:00,2019-03-12 14:30:00,2019-03-12 14:59:59,10078.69,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 15:00:00,2019-03-12 15:00:00,2019-03-12 15:29:59,10369.77,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 15:30:00,2019-03-12 15:30:00,2019-03-12 15:59:59,10673.08,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 16:00:00,2019-03-12 16:00:00,2019-03-12 16:29:59,10782.97,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 16:30:00,2019-03-12 16:30:00,2019-03-12 16:59:59,10882.64,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 17:00:00,2019-03-12 17:00:00,2019-03-12 17:29:59,10997.06,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 17:30:00,2019-03-12 17:30:00,2019-03-12 17:59:59,10877.09,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 18:00:00,2019-03-12 18:00:00,2019-03-12 18:29:59,10780.2,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 18:30:00,2019-03-12 18:30:00,2019-03-12 18:59:59,10443.38,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 19:00:00,2019-03-12 19:00:00,2019-03-12 19:29:59,10360.78,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 19:30:00,2019-03-12 19:30:00,2019-03-12 19:59:59,10124.06,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 20:00:00,2019-03-12 20:00:00,2019-03-12 20:29:59,9891.18,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 20:30:00,2019-03-12 20:30:00,2019-03-12 20:59:59,9483.66,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 21:00:00,2019-03-12 21:00:00,2019-03-12 21:29:59,9034.47,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 21:30:00,2019-03-12 21:30:00,2019-03-12 21:59:59,8733.93,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 22:00:00,2019-03-12 22:00:00,2019-03-12 22:29:59,8377.5,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 22:30:00,2019-03-12 22:30:00,2019-03-12 22:59:59,8215.9,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 23:00:00,2019-03-12 23:00:00,2019-03-12 23:29:59,7958.68,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-12 23:30:00,2019-03-12 23:30:00,2019-03-12 23:59:59,7792.35,1,0,292.03,296.37,10.3,78.0,1017.0,292.97,292.92,[]
2019-03-13 00:00:00,2019-03-13 00:00:00,2019-03-13 00:29:59,7538.78,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 00:30:00,2019-03-13 00:30:00,2019-03-13 00:59:59,7381.29,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 01:00:00,2019-03-13 01:00:00,2019-03-13 01:29:59,7170.1,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 01:30:00,2019-03-13 01:30:00,2019-03-13 01:59:59,6909.23,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 02:00:00,2019-03-13 02:00:00,2019-03-13 02:29:59,6587.8,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 02:30:00,2019-03-13 02:30:00,2019-03-13 02:59:59,6459.71,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 03:00:00,2019-03-13 03:00:00,2019-03-13 03:29:59,6374.03,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 03:30:00,2019-03-13 03:30:00,2019-03-13 03:59:59,6414.74,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 04:00:00,2019-03-13 04:00:00,2019-03-13 04:29:59,6507.14,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 04:30:00,2019-03-13 04:30:00,2019-03-13 04:59:59,6786.66,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 05:00:00,2019-03-13 05:00:00,2019-03-13 05:29:59,7030.66,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 05:30:00,2019-03-13 05:30:00,2019-03-13 05:59:59,7566.02,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 06:00:00,2019-03-13 06:00:00,2019-03-13 06:29:59,8042.01,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 06:30:00,2019-03-13 06:30:00,2019-03-13 06:59:59,8408.88,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,"[{""text"": ""Federal government’s underwrite program for new generation has received 66 submissions (including 10 coal projects); internal Coalition push to fund a coal-fired power station has been rejected by some Liberals and senior Nationals."", ""category"": ""Soc_Economic"", ""scope"": ""National_NEM"", ""type"": ""Fact"", ""relevance_score"": 5, ""publication_time"": ""2019-03-13 06:32:00"", ""justification"": ""National underwriting policy determines future generation investments and can materially affect wholesale prices and reliability in the NEM including NSW; article reports confirmed submissions and political pushback."", ""source"": ""https://www.news.com.au/national/rush-hour/rush-hour-pamphlet-from-1918-gives-women-brutal-marriage-advice/news-story/1cac2967f8549bb7ad140264cbdfb86e""}]"
2019-03-13 07:00:00,2019-03-13 07:00:00,2019-03-13 07:29:59,8628.43,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 07:30:00,2019-03-13 07:30:00,2019-03-13 07:59:59,8701.02,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 08:00:00,2019-03-13 08:00:00,2019-03-13 08:29:59,8660.4,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 08:30:00,2019-03-13 08:30:00,2019-03-13 08:59:59,8711.26,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 09:00:00,2019-03-13 09:00:00,2019-03-13 09:29:59,8708.13,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 09:30:00,2019-03-13 09:30:00,2019-03-13 09:59:59,8692.91,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 10:00:00,2019-03-13 10:00:00,2019-03-13 10:29:59,8669.99,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 10:30:00,2019-03-13 10:30:00,2019-03-13 10:59:59,8636.72,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 11:00:00,2019-03-13 11:00:00,2019-03-13 11:29:59,8585.46,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,"[{""text"": ""Heavy storms and torrential rain forecast for the NSW east coast (including Sydney, Illawarra, Central Coast, Wollongong, Newcastle) with up to ~60mm in a day and flash‑flooding risk as a coastal trough and unstable upper trough move over a humid Tasman Sea air mass."", ""category"": ""Env_Disaster"", ""scope"": ""State_Wide"", ""type"": ""Prediction"", ""relevance_score"": 7, ""publication_time"": ""2019-03-13 11:16:00"", ""justification"": ""Severe coastal storms and flash‑flood risk can damage/interrupt distribution infrastructure, change HVAC and pumping loads and cause localized outages — direct environmental driver of NSW demand and supply disruption."", ""source"": ""https://www.news.com.au/technology/environment/new-south-wales-coast-set-to-be-hit-by-heavy-storms-and-torrential-rain/news-story/872480b078441093728d85c90dd88ef3""}]"
2019-03-13 11:30:00,2019-03-13 11:30:00,2019-03-13 11:59:59,8597.29,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 12:00:00,2019-03-13 12:00:00,2019-03-13 12:29:59,8593.62,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 12:30:00,2019-03-13 12:30:00,2019-03-13 12:59:59,8569.76,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 13:00:00,2019-03-13 13:00:00,2019-03-13 13:29:59,8573.59,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 13:30:00,2019-03-13 13:30:00,2019-03-13 13:59:59,8555.76,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 14:00:00,2019-03-13 14:00:00,2019-03-13 14:29:59,8529.52,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 14:30:00,2019-03-13 14:30:00,2019-03-13 14:59:59,8552.71,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 15:00:00,2019-03-13 15:00:00,2019-03-13 15:29:59,8617.13,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 15:30:00,2019-03-13 15:30:00,2019-03-13 15:59:59,8674.83,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 16:00:00,2019-03-13 16:00:00,2019-03-13 16:29:59,8749.36,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
2019-03-13 16:30:00,2019-03-13 16:30:00,2019-03-13 16:59:59,8742.91,1,0,292.25,299.96,12.9,69.0,1014.0,293.2,295.78,[]
